id,ad_creation_time,ad_creative_body,ad_creative_link_caption,ad_creative_link_description,ad_creative_link_title,ad_delivery_start_time,ad_delivery_stop_time,ad_snapshot_url,currency,funding_entity,page_id,page_name,impression_range,spend_range,platforms
1731757653625114,2019-12-05T12:34:21+0000,North Belfast needs an MP who will turn up.,,,,2019-12-05T17:00:57+0000,2019-12-08T23:00:57+0000,https://www.facebook.com/ads/archive/render_ad/?id=1731757653625114&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"10000,14999","0,99","facebook,instagram"
567849473784893,2019-12-05T12:28:39+0000,North Belfast needs an MP who will turn up.,,,,2019-12-05T17:00:39+0000,2019-12-08T23:01:39+0000,https://www.facebook.com/ads/archive/render_ad/?id=567849473784893&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"10000,14999","0,99","facebook,instagram"
769090180169932,2019-12-05T12:18:21+0000,"Nigel Dodds is committed to high standards of animal care. 
The DUP wants to protect our animals better.",,,,2019-12-05T17:00:06+0000,2019-12-08T23:00:06+0000,https://www.facebook.com/ads/archive/render_ad/?id=769090180169932&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"0,999","0,99","facebook,instagram"
571397596771447,2019-11-29T18:15:51+0000,"We have a 12-point plan to get Northern Ireland Moving Again.   A vote for the DUP supports a re-established Assembly and Executive. 

A vote for the DUP is a vote for a party that has delivered for everyone in Northern Ireland - but wants to get more done. 

On 12th December, Vote DUP.",www.mydup.com,,A Party with a plan to get NI Moving Again,2019-12-01T09:00:00+0000,2019-12-08T09:00:00+0000,https://www.facebook.com/ads/archive/render_ad/?id=571397596771447&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"30000,34999","200,299","facebook,instagram"
2530702150300577,2019-11-29T18:23:12+0000,"Digital infrastructure is vital to our economy and to tackling the UK's productivity problem. The DUP secured £150million for broadband in Northern Ireland. 

On top of that - we support:
🌐 Full fibre networks for the UK. 
📶 5G network rollout. 

Vote for a party with a 12-point plan to get Northern Ireland moving again. On 12th December, Vote DUP.",mydup.com,,www.mydup.com,2019-11-29T18:23:12+0000,2019-12-04T18:22:54+0000,https://www.facebook.com/ads/archive/render_ad/?id=2530702150300577&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"7000,7999","0,99","facebook,instagram"
561771974599501,2019-11-28T19:15:53+0000,"🙋‍♀️🙋‍♂️You did it! 🙋‍♀️🙋‍♂️
By voting DUP in 2017 you delivered over £1.5 billion for Northern Ireland.  Make your vote count on 12th December. Vote DUP to get Northern Ireland moving again.",www.mydup.com,,Your vote can deliver for Northern Ireland,2019-11-28T19:15:53+0000,2019-12-09T19:15:41+0000,https://www.facebook.com/ads/archive/render_ad/?id=561771974599501&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"90000,99999","600,699",facebook
1006080849725922,2019-11-27T11:06:52+0000,"The DUP is a pro-life party.   
On December 12th vote for a party that chooses life.",,,,2019-11-27T17:00:43+0000,2019-12-02T17:00:43+0000,https://www.facebook.com/ads/archive/render_ad/?id=1006080849725922&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"50000,59999","300,399","facebook,instagram"
2198258700479233,2019-11-26T19:25:47+0000,"Hard-working health staff have been forced to take strike action because there is no Assembly and no Minister to take decisions.

Vote DUP to restore the Assembly immediately - and deliver for our health service.",www.mydup.com,,Restore the Assembly to deliver for Health Staff,2019-11-26T19:25:47+0000,2019-12-02T19:25:30+0000,https://www.facebook.com/ads/archive/render_ad/?id=2198258700479233&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"30000,34999","200,299","facebook,instagram"
2421982304691282,2019-11-22T16:14:57+0000,The DUP is the only party with a positive plan to get Northern Ireland moving again.  Vote DUP on 12th December.,www.mydup.com,,The DUP has a positive plan for NI,2019-11-24T09:00:00+0000,2019-12-01T09:00:00+0000,https://www.facebook.com/ads/archive/render_ad/?id=2421982304691282&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"35000,39999","200,299","facebook,instagram"
378028449687323,2019-11-22T14:46:16+0000,North Belfast needs an MP who will turn up.,,,,2019-11-22T17:00:25+0000,2019-11-29T17:00:25+0000,https://www.facebook.com/ads/archive/render_ad/?id=378028449687323&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"6000,6999","0,99","facebook,instagram"
2916972448336583,2019-11-22T15:01:00+0000,North Belfast needs an MP who will turn up.,,,,2019-11-22T17:00:19+0000,2019-11-29T17:00:19+0000,https://www.facebook.com/ads/archive/render_ad/?id=2916972448336583&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"5000,5999","0,99","facebook,instagram"
2688488104533519,2019-11-21T21:47:30+0000,"We want to get Northern Ireland moving again, with a re-established Assembly and Executive.",,,A mandate to get NI moving again,2019-11-22T14:30:00+0000,2019-11-27T14:30:00+0000,https://www.facebook.com/ads/archive/render_ad/?id=2688488104533519&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"35000,39999","200,299","facebook,instagram"
633374893863918,2019-11-21T15:52:27+0000,"The DUP's plan to get Northern Ireland moving again includes proposals for action to protect our animals. 

Download our plan at www.mydup.com",www.mydup.com,,,2019-11-22T11:15:05+0000,2019-11-27T12:09:05+0000,https://www.facebook.com/ads/archive/render_ad/?id=633374893863918&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"15000,19999","200,299","facebook,instagram"
546404979243824,2019-11-21T16:32:39+0000,"A vote for the DUP is a vote to get Northern Ireland moving again - on health, education and the issues that matter to you.",www.mydup.com,,Vote to get NI moving again,2019-11-21T16:32:39+0000,2019-11-28T16:32:21+0000,https://www.facebook.com/ads/archive/render_ad/?id=546404979243824&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"30000,34999","200,299","facebook,instagram"
758430511342321,2019-11-20T18:49:11+0000,"In three weeks time you can help get Northern Ireland moving again. Elect DUP MPs who will go to Westminster, to turn up and speak up for you.",,,MPs who will turn up and speak up for you,2019-11-20T18:49:11+0000,2019-11-25T18:49:00+0000,https://www.facebook.com/ads/archive/render_ad/?id=758430511342321&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"25000,29999","200,299","facebook,instagram"
2579807895671184,2019-11-20T10:13:33+0000,📺Watch Nigel Dodds talking about the DUP's 12 point plan to get NI moving again.📺,,,,2019-11-20T10:13:33+0000,2019-11-24T10:00:59+0000,https://www.facebook.com/ads/archive/render_ad/?id=2579807895671184&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"6000,6999","0,99","facebook,instagram"
806194756564757,2019-11-19T20:20:29+0000,"We have a 12 point plan to get Northern Ireland Moving Again. 

Download the plan at our website.",www.mydup.com,,Democratic Unionist Party,2019-11-19T20:20:29+0000,2019-11-25T19:44:16+0000,https://www.facebook.com/ads/archive/render_ad/?id=806194756564757&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"60000,69999","200,299","facebook,instagram"
573256210144164,2019-11-14T11:16:50+0000,"📺Watch our first Party Election Broadcast 📺

Lets Get Northern Ireland Moving Again. 
Vote DUP on December 12th for a strong team that will speak up for Northern Ireland.",www.mydup.com,,DUP Party Election Broadcast 1,2019-11-14T11:16:50+0000,2019-11-19T11:16:35+0000,https://www.facebook.com/ads/archive/render_ad/?id=573256210144164&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"15000,19999","0,99",facebook
429030751144792,2019-11-13T18:41:55+0000,£1 million delivered for families and children across North Belfast. Don't give Sinn Fein a mandate to do nothing in Parliament and nothing in the Assembly.,www.mydup.com,,£1million for North Belfast,2019-11-13T18:41:55+0000,2019-11-17T18:41:35+0000,https://www.facebook.com/ads/archive/render_ad/?id=429030751144792&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"3000,3999","0,99","facebook,instagram"
479279776267424,2019-11-12T12:43:08+0000,"Some DUP candidates are already nominated.  
Your vote will matter in this election - use it to send a strong DUP team to Westminster and to deliver for everyone in Northern Ireland.",,,Your Vote Matters,2019-11-12T12:43:08+0000,2019-11-16T12:42:55+0000,https://www.facebook.com/ads/archive/render_ad/?id=479279776267424&access_token=EAAP78RrDr0YBAJO84WSb9lgAlJAo6uAHYLt6HWWuDVEWkHZB18lxzYDejdL0EYEUu9OFMnkQQzcJ5L1Tw5NpnZBG8hQFdswU7au5TZB3Lt73GVZCwGmXZA2dYTFdZCNxZCZCHsOP2NffdPi2HngmhrKrZAIFiwjimrc3aMx6MYODJIz5VoxHHnOPqkYMUbdxSfrn7ZBYmOhUz27X04ZCOhXPJdFdLyZCDSsHp2USSxSib48lLUZAnxqXnZA8y5,GBP,Democratic Unionist Party,105732052794210,Democratic Unionist Party,"15000,19999","0,99","facebook,instagram"
